Period,Month,Shop,Category,Drink,Quantity,Net Revenue,Transactions
Current 3M,2026-05,Portlaoise,Acai bowls & Smoothies,Classic acai,440.0,3802.31,369
Current 3M,2026-05,Portlaoise,Coffee & more,Americano,33.0,110.14,32
Current 3M,2026-05,Portlaoise,Coffee & more,Bueno iced latte,57.0,311.75,50
Current 3M,2026-05,Portlaoise,Coffee & more,Cappuccino,39.0,161.86,35
Current 3M,2026-05,Portlaoise,Coffee & more,Double Espresso,1.0,3.5,1
Current 3M,2026-05,Portlaoise,Coffee & more,Espresso,4.0,10.0,4
Current 3M,2026-05,Portlaoise,Coffee & more,Flat white,5.0,19.35,5
Current 3M,2026-05,Portlaoise,Coffee & more,Hot Choc,3.0,8.1,3
Current 3M,2026-05,Portlaoise,Coffee & more,Iced Americano,4.0,14.9,4
Current 3M,2026-05,Portlaoise,Coffee & more,Iced Latte,21.0,78.4,21
Current 3M,2026-05,Portlaoise,Coffee & more,Iced caramel latte,93.0,459.14,79
Current 3M,2026-05,Portlaoise,Coffee & more,Latte,33.0,133.08,31
Current 3M,2026-05,Portlaoise,Coffee & more,"Oat, Coconut Milk",1.0,0.49,1
Current 3M,2026-05,Portlaoise,Coffee & more,Pistachio latte,2.0,9.7,2
Current 3M,2026-05,Portlaoise,Coffee & more,Tea,21.0,53.1,17
Current 3M,2026-05,Portlaoise,Coffee & more,Toasted brown sugar,39.0,214.94,37
Current 3M,2026-05,Portlaoise,Coffee & more,White chocolate mocha,38.0,205.53,33
Current 3M,2026-05,Portlaoise,Fruit tea,Apple Soda,4.0,16.01,4
Current 3M,2026-05,Portlaoise,Fruit tea,Apple lemonade tea,23.0,93.79,22
Current 3M,2026-05,Portlaoise,Fruit tea,Mango Passion Lemonade,182.0,771.02,163
Current 3M,2026-05,Portlaoise,Fruit tea,Strawberry Lemonade,178.0,558.26,164
Current 3M,2026-05,Portlaoise,Fruit tea,Strawberry Passion lemonade,21.0,87.12,20
Current 3M,2026-05,Portlaoise,Fruit tea,Watermelon Lemonade,73.0,316.56,67
Current 3M,2026-05,Portlaoise,Milk tea,Bueno Bliss Boba,67.0,364.09,59
Current 3M,2026-05,Portlaoise,Milk tea,Earl Grey,10.0,56.7,10
Current 3M,2026-05,Portlaoise,Milk tea,Matcha Latte,2.0,10.45,2
Current 3M,2026-05,Portlaoise,Milk tea,Original milk tea,52.0,289.49,42
Current 3M,2026-05,Portlaoise,Milk tea,Pistachio Crunch Matcha,10.0,53.9,9
Current 3M,2026-05,Portlaoise,Milk tea,Strawberry Sunset,45.0,243.7,44
Current 3M,2026-05,Portlaoise,Milk tea,Strawberry milk tea,2.0,9.5,2
Current 3M,2026-05,Portlaoise,Milk tea,Taro milk tea,29.0,155.65,27
Current 3M,2026-05,Portlaoise,Milk tea,Tiger Milk,36.0,192.4,34
Current 3M,2026-05,Portlaoise,Milk tea,Vanilla Matcha,74.0,416.0,70
Current 3M,2026-05,Portlaoise,Namo Plus,Starboy,140.0,579.09,122
Current 3M,2026-05,Portlaoise,Smoothies,Mango Passionfruit smoothie,55.0,316.25,51
Current 3M,2026-05,Portlaoise,Smoothies,Strawberry Dream,38.0,218.5,37
Current 3M,2026-05,Portlaoise,Specials,Loaded Chipotle Wedges,37.0,415.69,37
Current 3M,2026-05,Portlaoise,Specials,Quesadilla,82.0,943.05,78
Current 3M,2026-05,Portlaoise,Specials,Strawberry Oat Matcha,46.0,251.38,41
Current 3M,2026-05,Portlaoise,Specials,White Choc Matcha,40.0,217.7,36
Current 3M,2026-05,Waterfordd,Acai bowls & Smoothies,Classic acai,155.0,1346.35,132
Current 3M,2026-05,Waterfordd,Coffee & more,Americano,23.0,80.5,21
Current 3M,2026-05,Waterfordd,Coffee & more,Bueno iced latte,50.0,273.65,48
Current 3M,2026-05,Waterfordd,Coffee & more,Cappuccino,16.0,66.2,15
Current 3M,2026-05,Waterfordd,Coffee & more,Espresso,2.0,2.5,2
Current 3M,2026-05,Waterfordd,Coffee & more,Flat white,8.0,30.0,8
Current 3M,2026-05,Waterfordd,Coffee & more,Hot Choc,3.0,8.1,3
Current 3M,2026-05,Waterfordd,Coffee & more,Iced Americano,3.0,10.23,3
Current 3M,2026-05,Waterfordd,Coffee & more,Iced Latte,11.0,49.42,11
Current 3M,2026-05,Waterfordd,Coffee & more,Iced caramel latte,27.0,139.11,26
Current 3M,2026-05,Waterfordd,Coffee & more,Latte,23.0,93.2,19
Current 3M,2026-05,Waterfordd,Coffee & more,Tea,5.0,12.5,5
Current 3M,2026-05,Waterfordd,Coffee & more,Toasted brown sugar,41.0,231.1,36
Current 3M,2026-05,Waterfordd,Coffee & more,White chocolate mocha,11.0,59.34,11
Current 3M,2026-05,Waterfordd,Fruit tea,Apple Soda,3.0,13.9,3
Current 3M,2026-05,Waterfordd,Fruit tea,Apple lemonade tea,18.0,73.91,17
Current 3M,2026-05,Waterfordd,Fruit tea,Mango Passion Lemonade,89.0,371.11,81
Current 3M,2026-05,Waterfordd,Fruit tea,Strawberry Lemonade,100.0,421.14,94
Current 3M,2026-05,Waterfordd,Fruit tea,Strawberry Passion lemonade,16.0,69.03,13
Current 3M,2026-05,Waterfordd,Fruit tea,Watermelon Lemonade,62.0,270.46,55
Current 3M,2026-05,Waterfordd,Milk tea,Bueno Bliss Boba,54.0,286.45,51
Current 3M,2026-05,Waterfordd,Milk tea,Matcha Latte,6.0,25.3,6
Current 3M,2026-05,Waterfordd,Milk tea,Original milk tea,28.0,157.55,24
Current 3M,2026-05,Waterfordd,Milk tea,Pistachio Crunch Matcha,1.0,5.15,1
Current 3M,2026-05,Waterfordd,Milk tea,Strawberry Sunset,15.0,80.1,14
Current 3M,2026-05,Waterfordd,Milk tea,Strawberry milk tea,2.0,9.5,2
Current 3M,2026-05,Waterfordd,Milk tea,Taro milk tea,18.0,96.6,18
Current 3M,2026-05,Waterfordd,Milk tea,Tiger Milk,6.0,31.55,6
Current 3M,2026-05,Waterfordd,Milk tea,Vanilla Matcha,7.0,37.61,6
Current 3M,2026-05,Waterfordd,Namo Plus,Starboy,99.0,407.62,88
Current 3M,2026-05,Waterfordd,Smoothies,Mango Passionfruit smoothie,34.0,195.5,31
Current 3M,2026-05,Waterfordd,Smoothies,Strawberry Dream,52.0,297.56,51
Current 3M,2026-05,Waterfordd,Specials,Loaded Chipotle Wedges,39.0,462.33,39
Current 3M,2026-05,Waterfordd,Specials,Quesadilla,90.0,1045.69,88
Current 3M,2026-05,Waterfordd,Specials,Strawberry Oat Matcha,58.0,315.25,56
Current 3M,2026-05,Waterfordd,Specials,White Choc Matcha,77.0,420.33,70
Current 3M,2026-06,Carlow,Acai bowls & Smoothies,Classic acai,487.0,4320.07,441
Current 3M,2026-06,Carlow,Coffee & more,Americano,19.0,66.5,18
Current 3M,2026-06,Carlow,Coffee & more,Bueno iced latte,93.0,501.49,85
Current 3M,2026-06,Carlow,Coffee & more,Cappuccino,28.0,97.56,26
Current 3M,2026-06,Carlow,Coffee & more,Double Espresso,2.0,7.0,2
Current 3M,2026-06,Carlow,Coffee & more,Espresso,2.0,5.0,2
Current 3M,2026-06,Carlow,Coffee & more,Flat white,8.0,30.0,8
Current 3M,2026-06,Carlow,Coffee & more,Hot Choc,2.0,8.1,2
Current 3M,2026-06,Carlow,Coffee & more,Iced Latte,31.0,147.74,28
Current 3M,2026-06,Carlow,Coffee & more,Iced caramel latte,148.0,769.07,140
Current 3M,2026-06,Carlow,Coffee & more,Latte,37.0,149.76,35
Current 3M,2026-06,Carlow,Coffee & more,Pistachio latte,6.0,39.34,4
Current 3M,2026-06,Carlow,Coffee & more,Tea,5.0,12.5,5
Current 3M,2026-06,Carlow,Coffee & more,Toasted brown sugar,72.0,368.62,70
Current 3M,2026-06,Carlow,Coffee & more,White chocolate mocha,81.0,441.2,77
Current 3M,2026-06,Carlow,Fruit tea,Apple Soda,13.0,58.09,12
Current 3M,2026-06,Carlow,Fruit tea,Apple lemonade tea,26.0,109.22,26
Current 3M,2026-06,Carlow,Fruit tea,Mango Passion Lemonade,231.0,979.14,217
Current 3M,2026-06,Carlow,Fruit tea,Strawberry Lemonade,121.0,508.83,112
Current 3M,2026-06,Carlow,Fruit tea,Strawberry Nojito,20.0,87.09,20
Current 3M,2026-06,Carlow,Fruit tea,Strawberry Passion lemonade,82.0,356.62,74
Current 3M,2026-06,Carlow,Fruit tea,Watermelon Lemonade,107.0,459.7,97
Current 3M,2026-06,Carlow,Milk tea,Bueno Bliss Boba,86.0,470.27,83
Current 3M,2026-06,Carlow,Milk tea,Earl Grey,7.0,37.99,6
Current 3M,2026-06,Carlow,Milk tea,Matcha Latte,12.0,69.77,12
Current 3M,2026-06,Carlow,Milk tea,Original milk tea,123.0,673.0,109
Current 3M,2026-06,Carlow,Milk tea,Pistachio Crunch Matcha,3.0,15.45,3
Current 3M,2026-06,Carlow,Milk tea,Strawberry Sunset,90.0,486.49,87
Current 3M,2026-06,Carlow,Milk tea,Strawberry milk tea,17.0,85.29,16
Current 3M,2026-06,Carlow,Milk tea,Taro milk tea,70.0,390.43,56
Current 3M,2026-06,Carlow,Milk tea,Tiger Milk,52.0,291.69,49
Current 3M,2026-06,Carlow,Milk tea,Vanilla Matcha,141.0,840.26,126
Current 3M,2026-06,Carlow,Namo Plus,Starboy,203.0,846.42,180
Current 3M,2026-06,Carlow,Smoothies,Mango Passionfruit smoothie,107.0,615.69,101
Current 3M,2026-06,Carlow,Smoothies,Strawberry Dream,77.0,443.12,75
Current 3M,2026-06,Carlow,Specials,Loaded Chipotle Wedges,29.0,358.6,28
Current 3M,2026-06,Carlow,Specials,Piñalada,1.0,6.1,1
Current 3M,2026-06,Carlow,Specials,Quesadilla,75.0,892.68,73
Current 3M,2026-06,Carlow,Specials,Strawberry Oat Matcha,95.0,550.16,88
Current 3M,2026-06,Carlow,Specials,White Choc Matcha,40.0,239.17,37
Current 3M,2026-06,Clonmel,Acai bowls & Smoothies,Classic acai,479.0,4243.67,422
Current 3M,2026-06,Clonmel,Coffee & more,Americano,21.0,74.1,20
Current 3M,2026-06,Clonmel,Coffee & more,Bueno iced latte,63.0,360.25,57
Current 3M,2026-06,Clonmel,Coffee & more,Cappuccino,42.0,175.98,38
Current 3M,2026-06,Clonmel,Coffee & more,Espresso,1.0,2.5,1
Current 3M,2026-06,Clonmel,Coffee & more,Flat white,12.0,46.2,12
Current 3M,2026-06,Clonmel,Coffee & more,Hot Choc,2.0,8.7,2
Current 3M,2026-06,Clonmel,Coffee & more,Iced Americano,1.0,3.41,1
Current 3M,2026-06,Clonmel,Coffee & more,Iced Latte,23.0,108.48,22
Current 3M,2026-06,Clonmel,Coffee & more,Iced caramel latte,102.0,574.08,95
Current 3M,2026-06,Clonmel,Coffee & more,Latte,23.0,96.1,22
Current 3M,2026-06,Clonmel,Coffee & more,Pistachio latte,9.0,54.38,9
Current 3M,2026-06,Clonmel,Coffee & more,Tea,12.0,30.6,11
Current 3M,2026-06,Clonmel,Coffee & more,Toasted brown sugar,17.0,95.85,12
Current 3M,2026-06,Clonmel,Coffee & more,White chocolate mocha,48.0,263.47,47
Current 3M,2026-06,Clonmel,Fruit tea,Apple Soda,9.0,39.4,8
Current 3M,2026-06,Clonmel,Fruit tea,Apple lemonade tea,9.0,36.0,9
Current 3M,2026-06,Clonmel,Fruit tea,Mango Passion Lemonade,112.0,488.09,104
Current 3M,2026-06,Clonmel,Fruit tea,Strawberry Lemonade,75.0,315.46,67
Current 3M,2026-06,Clonmel,Fruit tea,Strawberry Nojito,26.0,116.82,23
Current 3M,2026-06,Clonmel,Fruit tea,Strawberry Passion lemonade,28.0,132.97,27
Current 3M,2026-06,Clonmel,Fruit tea,Watermelon Lemonade,65.0,278.34,59
Current 3M,2026-06,Clonmel,Milk tea,Bueno Bliss Boba,69.0,373.76,64
Current 3M,2026-06,Clonmel,Milk tea,Matcha Latte,1.0,4.75,1
Current 3M,2026-06,Clonmel,Milk tea,Original milk tea,67.0,367.45,63
Current 3M,2026-06,Clonmel,Milk tea,Pistachio Crunch Matcha,9.0,60.09,9
Current 3M,2026-06,Clonmel,Milk tea,Strawberry Sunset,84.0,470.93,79
Current 3M,2026-06,Clonmel,Milk tea,Strawberry milk tea,15.0,78.04,12
Current 3M,2026-06,Clonmel,Milk tea,Taro milk tea,27.0,157.5,27
Current 3M,2026-06,Clonmel,Milk tea,Tiger Milk,61.0,343.83,52
Current 3M,2026-06,Clonmel,Milk tea,Vanilla Matcha,26.0,143.86,26
Current 3M,2026-06,Clonmel,Namo Plus,Starboy,113.0,477.2,105
Current 3M,2026-06,Clonmel,Smoothies,Mango Passionfruit smoothie,30.0,171.61,29
Current 3M,2026-06,Clonmel,Smoothies,Strawberry Dream,43.0,243.08,41
Current 3M,2026-06,Clonmel,Specials,Loaded Chipotle Wedges,9.0,114.46,9
Current 3M,2026-06,Clonmel,Specials,Quesadilla,48.0,574.5,46
Current 3M,2026-06,Clonmel,Specials,Strawberry Oat Matcha,61.0,343.12,55
Current 3M,2026-06,Clonmel,Specials,White Choc Matcha,69.0,384.24,61
Current 3M,2026-06,Kilkenny Mexican,Namo Plus,Starboy,2.0,9.27,1
Current 3M,2026-06,Kilkenny Mexican,Specials,Cinema deal (mon - wed),1.0,16.7,1
Current 3M,2026-06,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,27.0,357.84,26
Current 3M,2026-06,Kilkenny Mexican,Specials,Quesadilla,53.0,637.63,42
Current 3M,2026-06,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,576.0,4959.67,519
Current 3M,2026-06,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,6.0,53.4,4
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Americano,8.0,21.0,8
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Bueno iced latte,90.0,468.04,74
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Cappuccino,7.0,29.3,7
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Flat white,2.0,7.5,2
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Iced Americano,2.0,6.82,2
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Iced Latte,19.0,82.34,18
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Iced caramel latte,87.0,415.93,80
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Latte,7.0,29.9,6
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Pistachio latte,2.0,9.7,2
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Tea,2.0,5.0,2
Current 3M,2026-06,Kilkenny Plus,Coffee & more,Toasted brown sugar,28.0,161.86,25
Current 3M,2026-06,Kilkenny Plus,Coffee & more,White chocolate mocha,22.0,104.75,21
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Apple Soda,9.0,37.83,8
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Apple lemonade tea,34.0,141.75,34
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,157.0,653.18,145
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Mango Soda,2.0,8.33,2
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Strawberry Lemonade,208.0,862.23,185
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Strawberry Nojito,9.0,25.44,8
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,75.0,324.54,67
Current 3M,2026-06,Kilkenny Plus,Fruit tea,Watermelon Lemonade,101.0,417.52,98
Current 3M,2026-06,Kilkenny Plus,Milk tea,Bueno Bliss Boba,70.0,376.6,65
Current 3M,2026-06,Kilkenny Plus,Milk tea,HoneyDew Milk Tea,21.0,107.11,18
Current 3M,2026-06,Kilkenny Plus,Milk tea,Matcha Latte,31.0,166.15,29
Current 3M,2026-06,Kilkenny Plus,Milk tea,Original milk tea,124.0,699.65,111
Current 3M,2026-06,Kilkenny Plus,Milk tea,Pistachio Crunch Matcha,8.0,40.31,7
Current 3M,2026-06,Kilkenny Plus,Milk tea,Strawberry Sunset,153.0,835.4,143
Current 3M,2026-06,Kilkenny Plus,Milk tea,Strawberry milk tea,23.0,114.95,23
Current 3M,2026-06,Kilkenny Plus,Milk tea,Taro milk tea,55.0,305.16,50
Current 3M,2026-06,Kilkenny Plus,Milk tea,Tiger Milk,75.0,421.2,70
Current 3M,2026-06,Kilkenny Plus,Milk tea,Vanilla Matcha,57.0,285.5,56
Current 3M,2026-06,Kilkenny Plus,Namo Plus,Starboy,345.0,1406.75,300
Current 3M,2026-06,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,52.0,281.35,48
Current 3M,2026-06,Kilkenny Plus,Smoothies,Strawberry Dream,50.0,274.57,46
Current 3M,2026-06,Kilkenny Plus,Specials,Strawberry Oat Matcha,73.0,402.2,69
Current 3M,2026-06,Kilkenny Plus,Specials,White Choc Matcha,28.0,127.91,28
Current 3M,2026-06,Portlaoise,Acai bowls & Smoothies,5€ Student acai,2.0,10.0,1
Current 3M,2026-06,Portlaoise,Acai bowls & Smoothies,Classic acai,523.0,4639.66,432
Current 3M,2026-06,Portlaoise,Coffee & more,Americano,34.0,117.95,30
Current 3M,2026-06,Portlaoise,Coffee & more,Bueno iced latte,86.0,472.38,75
Current 3M,2026-06,Portlaoise,Coffee & more,Cappuccino,30.0,119.5,27
Current 3M,2026-06,Portlaoise,Coffee & more,Double Espresso,1.0,3.5,1
Current 3M,2026-06,Portlaoise,Coffee & more,Espresso,2.0,5.0,2
Current 3M,2026-06,Portlaoise,Coffee & more,Flat white,3.0,11.25,3
Current 3M,2026-06,Portlaoise,Coffee & more,Hot Choc,2.0,4.05,2
Current 3M,2026-06,Portlaoise,Coffee & more,Iced Americano,2.0,7.6,2
Current 3M,2026-06,Portlaoise,Coffee & more,Iced Latte,27.0,102.75,26
Current 3M,2026-06,Portlaoise,Coffee & more,Iced caramel latte,112.0,597.95,96
Current 3M,2026-06,Portlaoise,Coffee & more,Latte,19.0,78.5,17
Current 3M,2026-06,Portlaoise,Coffee & more,Pistachio latte,8.0,40.65,8
Current 3M,2026-06,Portlaoise,Coffee & more,Tea,16.0,40.0,14
Current 3M,2026-06,Portlaoise,Coffee & more,Toasted brown sugar,34.0,191.71,34
Current 3M,2026-06,Portlaoise,Coffee & more,White chocolate mocha,40.0,218.19,38
Current 3M,2026-06,Portlaoise,Fruit tea,Apple Soda,8.0,33.73,7
Current 3M,2026-06,Portlaoise,Fruit tea,Apple lemonade tea,18.0,77.03,18
Current 3M,2026-06,Portlaoise,Fruit tea,Mango Passion Lemonade,136.0,590.23,118
Current 3M,2026-06,Portlaoise,Fruit tea,Strawberry Lemonade,89.0,378.71,84
Current 3M,2026-06,Portlaoise,Fruit tea,Strawberry Nojito,14.0,58.91,12
Current 3M,2026-06,Portlaoise,Fruit tea,Strawberry Passion lemonade,29.0,133.71,29
Current 3M,2026-06,Portlaoise,Fruit tea,Watermelon Lemonade,52.0,220.73,49
Current 3M,2026-06,Portlaoise,Milk tea,Bueno Bliss Boba,65.0,354.2,61
Current 3M,2026-06,Portlaoise,Milk tea,Earl Grey,9.0,49.7,9
Current 3M,2026-06,Portlaoise,Milk tea,Matcha Latte,3.0,16.54,3
Current 3M,2026-06,Portlaoise,Milk tea,Original milk tea,76.0,415.44,63
Current 3M,2026-06,Portlaoise,Milk tea,Pistachio Crunch Matcha,11.0,61.91,9
Current 3M,2026-06,Portlaoise,Milk tea,Strawberry Sunset,48.0,277.83,46
Current 3M,2026-06,Portlaoise,Milk tea,Strawberry milk tea,3.0,12.2,3
Current 3M,2026-06,Portlaoise,Milk tea,Taro milk tea,40.0,218.66,38
Current 3M,2026-06,Portlaoise,Milk tea,Tiger Milk,42.0,237.98,40
Current 3M,2026-06,Portlaoise,Milk tea,Vanilla Matcha,65.0,373.65,61
Current 3M,2026-06,Portlaoise,Namo Plus,Starboy,120.0,511.44,108
Current 3M,2026-06,Portlaoise,Smoothies,Mango Passionfruit smoothie,49.0,277.24,48
Current 3M,2026-06,Portlaoise,Smoothies,Strawberry Dream,44.0,254.02,43
Current 3M,2026-06,Portlaoise,Specials,Loaded Chipotle Wedges,14.0,144.64,14
Current 3M,2026-06,Portlaoise,Specials,Quesadilla,53.0,606.28,51
Current 3M,2026-06,Portlaoise,Specials,Strawberry Oat Matcha,40.0,225.36,38
Current 3M,2026-06,Portlaoise,Specials,White Choc Matcha,32.0,181.47,32
Current 3M,2026-06,Waterfordd,Acai bowls & Smoothies,Classic acai,147.0,1240.39,119
Current 3M,2026-06,Waterfordd,Coffee & more,Americano,11.0,35.0,10
Current 3M,2026-06,Waterfordd,Coffee & more,Bueno iced latte,36.0,177.45,35
Current 3M,2026-06,Waterfordd,Coffee & more,Cappuccino,9.0,36.9,9
Current 3M,2026-06,Waterfordd,Coffee & more,Flat white,5.0,19.35,4
Current 3M,2026-06,Waterfordd,Coffee & more,Iced Latte,9.0,30.25,9
Current 3M,2026-06,Waterfordd,Coffee & more,Iced caramel latte,20.0,105.3,20
Current 3M,2026-06,Waterfordd,Coffee & more,Latte,8.0,34.0,7
Current 3M,2026-06,Waterfordd,Coffee & more,Toasted brown sugar,24.0,133.3,22
Current 3M,2026-06,Waterfordd,Coffee & more,White chocolate mocha,8.0,46.65,8
Current 3M,2026-06,Waterfordd,Fruit tea,Apple Soda,6.0,27.1,5
Current 3M,2026-06,Waterfordd,Fruit tea,Apple lemonade tea,12.0,48.71,12
Current 3M,2026-06,Waterfordd,Fruit tea,Mango Passion Lemonade,62.0,269.07,55
Current 3M,2026-06,Waterfordd,Fruit tea,Strawberry Lemonade,56.0,245.34,54
Current 3M,2026-06,Waterfordd,Fruit tea,Strawberry Nojito,9.0,39.22,8
Current 3M,2026-06,Waterfordd,Fruit tea,Strawberry Passion lemonade,18.0,80.87,18
Current 3M,2026-06,Waterfordd,Fruit tea,Watermelon Lemonade,29.0,130.57,27
Current 3M,2026-06,Waterfordd,Milk tea,Bueno Bliss Boba,44.0,247.75,39
Current 3M,2026-06,Waterfordd,Milk tea,Matcha Latte,4.0,24.64,4
Current 3M,2026-06,Waterfordd,Milk tea,Original milk tea,27.0,153.6,24
Current 3M,2026-06,Waterfordd,Milk tea,Pistachio Crunch Matcha,4.0,19.57,3
Current 3M,2026-06,Waterfordd,Milk tea,Strawberry Sunset,35.0,193.94,33
Current 3M,2026-06,Waterfordd,Milk tea,Strawberry milk tea,8.0,42.6,7
Current 3M,2026-06,Waterfordd,Milk tea,Taro milk tea,19.0,110.64,16
Current 3M,2026-06,Waterfordd,Milk tea,Tiger Milk,11.0,66.88,11
Current 3M,2026-06,Waterfordd,Milk tea,Vanilla Matcha,8.0,45.2,7
Current 3M,2026-06,Waterfordd,Namo Plus,Starboy,64.0,268.25,60
Current 3M,2026-06,Waterfordd,Smoothies,Mango Passionfruit smoothie,18.0,105.58,17
Current 3M,2026-06,Waterfordd,Smoothies,Strawberry Dream,43.0,243.06,40
Current 3M,2026-06,Waterfordd,Specials,Loaded Chipotle Wedges,23.0,257.16,22
Current 3M,2026-06,Waterfordd,Specials,Quesadilla,52.0,604.86,49
Current 3M,2026-06,Waterfordd,Specials,Strawberry Oat Matcha,31.0,169.79,30
Current 3M,2026-06,Waterfordd,Specials,White Choc Matcha,47.0,270.37,44
Current 3M,2026-07,Carlow,Acai bowls & Smoothies,Classic acai,112.0,976.71,99
Current 3M,2026-07,Carlow,Coffee & more,Bueno iced latte,16.0,89.3,16
Current 3M,2026-07,Carlow,Coffee & more,Cappuccino,5.0,21.1,5
Current 3M,2026-07,Carlow,Coffee & more,Flat white,1.0,3.75,1
Current 3M,2026-07,Carlow,Coffee & more,Iced Americano,1.0,3.42,1
Current 3M,2026-07,Carlow,Coffee & more,Iced Latte,14.0,59.1,13
Current 3M,2026-07,Carlow,Coffee & more,Iced caramel latte,49.0,269.47,41
Current 3M,2026-07,Carlow,Coffee & more,Latte,5.0,21.1,5
Current 3M,2026-07,Carlow,Coffee & more,Pistachio latte,2.0,11.6,1
Current 3M,2026-07,Carlow,Coffee & more,Tea,2.0,5.0,2
Current 3M,2026-07,Carlow,Coffee & more,Toasted brown sugar,20.0,100.78,20
Current 3M,2026-07,Carlow,Coffee & more,White chocolate mocha,14.0,74.92,14
Current 3M,2026-07,Carlow,Fruit tea,Apple Soda,4.0,15.9,4
Current 3M,2026-07,Carlow,Fruit tea,Apple lemonade tea,11.0,46.31,11
Current 3M,2026-07,Carlow,Fruit tea,Mango Passion Lemonade,61.0,266.31,58
Current 3M,2026-07,Carlow,Fruit tea,Strawberry Lemonade,43.0,183.84,38
Current 3M,2026-07,Carlow,Fruit tea,Strawberry Nojito,15.0,64.75,14
Current 3M,2026-07,Carlow,Fruit tea,Strawberry Passion lemonade,23.0,95.38,18
Current 3M,2026-07,Carlow,Fruit tea,Watermelon Lemonade,26.0,110.05,25
Current 3M,2026-07,Carlow,Milk tea,Bueno Bliss Boba,30.0,166.4,27
Current 3M,2026-07,Carlow,Milk tea,Matcha Latte,2.0,11.35,2
Current 3M,2026-07,Carlow,Milk tea,Original milk tea,40.0,215.0,31
Current 3M,2026-07,Carlow,Milk tea,Pistachio Crunch Matcha,1.0,6.1,1
Current 3M,2026-07,Carlow,Milk tea,Strawberry Sunset,20.0,111.1,19
Current 3M,2026-07,Carlow,Milk tea,Strawberry milk tea,2.0,9.95,2
Current 3M,2026-07,Carlow,Milk tea,Taro milk tea,13.0,77.9,11
Current 3M,2026-07,Carlow,Milk tea,Tiger Milk,12.0,72.3,11
Current 3M,2026-07,Carlow,Milk tea,Vanilla Matcha,33.0,188.75,29
Current 3M,2026-07,Carlow,Namo Plus,Starboy,40.0,166.89,36
Current 3M,2026-07,Carlow,Smoothies,Mango Passionfruit smoothie,17.0,99.95,17
Current 3M,2026-07,Carlow,Smoothies,Strawberry Dream,18.0,103.5,17
Current 3M,2026-07,Carlow,Specials,Loaded Chipotle Wedges,8.0,99.59,8
Current 3M,2026-07,Carlow,Specials,Quesadilla,6.0,77.07,5
Current 3M,2026-07,Carlow,Specials,Strawberry Oat Matcha,27.0,160.33,25
Current 3M,2026-07,Carlow,Specials,White Choc Matcha,9.0,50.65,9
Current 3M,2026-07,Clonmel,Acai bowls & Smoothies,Classic acai,118.0,1047.01,108
Current 3M,2026-07,Clonmel,Coffee & more,Americano,8.0,28.0,8
Current 3M,2026-07,Clonmel,Coffee & more,Bueno iced latte,8.0,46.85,8
Current 3M,2026-07,Clonmel,Coffee & more,Cappuccino,12.0,51.6,10
Current 3M,2026-07,Clonmel,Coffee & more,Flat white,6.0,24.9,6
